claim_id,target_family,source_mode,model_spec,question,final_label,label_class,label_basis
asd_q047,asd,llm_proposed,openai:gpt-5.5,"In ABIDE2_DISC, with replication assessed in ABIDE2_REP, does fc_fc_Default_DorsAttn_z differ between dx=1 and dx=2 participants using dx as the predictor and no additional covariates?",fragile,candidate_unknown,llm_proposed
asd_q048,asd,llm_proposed,openai:gpt-5.5,"In ABIDE2_DISC, with replication assessed in ABIDE2_REP, does fc_fc_Default_Limbic_z differ between dx=1 and dx=2 participants using dx as the predictor and no additional covariates?",fragile,candidate_unknown,llm_proposed
asd_q049,asd,llm_proposed,openai:gpt-5.5,"In ABIDE2_DISC, with replication assessed in ABIDE2_REP, does fc_fc_Default_SalVentAttn_z differ between dx=1 and dx=2 participants using dx as the predictor and no additional covariates?",fragile,candidate_unknown,llm_proposed
asd_q050,asd,llm_proposed,openai:gpt-5.5,"In ABIDE2_DISC, with replication assessed in ABIDE2_REP, does fc_fc_Default_SomMot_z differ between dx=1 and dx=2 participants using dx as the predictor and no additional covariates?",fragile,candidate_unknown,llm_proposed
ad_aging_q001,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower smri_hippocampus than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q002,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower smri_entorhinal than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q003,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with higher smri_ventricles than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q004,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower smri_wholebrain than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q005,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower smri_midtemp than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q006,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower smri_fusiform than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q007,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is increasing clinical impairment from CN to MCI to Dementia associated with progressively lower smri_hippocampus, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q008,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is increasing clinical impairment from CN to MCI to Dementia associated with progressively higher smri_ventricles, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q009,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is MCI associated with lower smri_entorhinal than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q010,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is MCI associated with lower smri_hippocampus than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q011,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower smri_entorhinal than MCI, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q012,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, among CN participants, is older age associated with lower smri_hippocampus, adjusting for sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q013,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with higher pet_av45 than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q014,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower pet_fdg_suvr than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q015,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is MCI associated with higher pet_av45 than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q016,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is MCI associated with lower pet_fdg_suvr than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q017,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is increasing clinical impairment from CN to MCI to Dementia associated with progressively higher pet_av45, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q018,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is increasing clinical impairment from CN to MCI to Dementia associated with progressively lower pet_fdg_suvr, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q019,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with higher pet_av45 than MCI, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q020,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, with ADNI_REP as a replication cohort, is Dementia associated with lower pet_fdg_suvr than MCI, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q021,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, with OASIS3_REP as a replication cohort, is Dementia associated with lower smri_hippocampus than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q022,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, with OASIS3_REP as a replication cohort, is Dementia associated with lower smri_entorhinal than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q023,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, with OASIS3_REP as a replication cohort, is Dementia associated with higher smri_ventricles than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q024,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, with OASIS3_REP as a replication cohort, is Dementia associated with lower smri_wholebrain than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q025,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, with OASIS3_REP as a replication cohort, is Dementia associated with lower smri_midtemp than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q026,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, with OASIS3_REP as a replication cohort, is Dementia associated with lower smri_fusiform than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q027,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, among CN participants, is older age associated with lower smri_hippocampus, adjusting for sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q028,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, among CN participants, is older age associated with higher smri_ventricles, adjusting for sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q029,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, among CN participants, is older age associated with lower smri_wholebrain, adjusting for sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q030,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, among CN participants, is older age associated with lower smri_entorhinal, adjusting for sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q031,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_DISC, with OASIS3_REP as a replication cohort, is Dementia associated with a lower temporal-lobe structural profile, including smri_entorhinal, smri_hippocampus, and smri_midtemp, than CN, adjusting for age and sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q032,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, among CN participants, is older age associated with higher smri_ventricles, adjusting for sex?",non_replicated,candidate_unknown,llm_proposed
ad_aging_q033,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, among CN participants, is older age associated with lower smri_wholebrain, adjusting for sex?",confirmed,candidate_unknown,llm_proposed
ad_aging_q034,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, among CN participants, is older age associated with lower smri_entorhinal, adjusting for sex?",non_replicated,candidate_unknown,llm_proposed
ad_aging_q035,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, among CN participants, is older age associated with lower pet_fdg_suvr, adjusting for sex?",non_replicated,candidate_unknown,llm_proposed
ad_aging_q036,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_DISC, among CN participants, is older age associated with higher pet_av45, adjusting for sex?",non_replicated,candidate_unknown,llm_proposed
ad_aging_q037,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, with OASIS3_fMRI_REP as a replication cohort, is diagnosis code 2 associated with lower fc_fc_Default_Default_z than diagnosis code 0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q038,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, with OASIS3_fMRI_REP as a replication cohort, is diagnosis code 2 associated with lower fc_fc_Cont_Default_z than diagnosis code 0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q039,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, with OASIS3_fMRI_REP as a replication cohort, does fc_fc_Default_DorsAttn_z differ between diagnosis code 2 and diagnosis code 0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q040,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, with OASIS3_fMRI_REP as a replication cohort, is increasing diagnosis code from 0 to 1 to 2 associated with progressively lower fc_fc_Default_Default_z, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q041,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, with OASIS3_fMRI_REP as a replication cohort, does fc_fc_Default_Limbic_z differ between diagnosis code 2 and diagnosis code 0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q042,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, with OASIS3_fMRI_REP as a replication cohort, does fc_fc_Default_SalVentAttn_z differ between diagnosis code 2 and diagnosis code 0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q043,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, among participants with diagnosis code 0, is older age associated with lower fc_fc_Default_Default_z, adjusting for sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q044,ad_aging,llm_proposed,openai:gpt-5.5,"In OASIS3_fMRI_DISC, among participants with diagnosis code 0, does fc_fc_Cont_Default_z change with older age, adjusting for sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q045,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_fMRI_REP, excluding participants with missing diagnosis code, is diagnosis code 2.0 associated with lower fc_fc_Default_Default_z than diagnosis code 0.0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q046,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_fMRI_REP, excluding participants with missing diagnosis code, is diagnosis code 1.0 associated with lower fc_fc_Default_Default_z than diagnosis code 0.0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q048,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_fMRI_REP, excluding participants with missing diagnosis code, is diagnosis code 2.0 associated with lower fc_fc_Cont_Default_z than diagnosis code 0.0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q049,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_fMRI_REP, excluding participants with missing diagnosis code, does fc_fc_Default_SalVentAttn_z differ between diagnosis code 2.0 and diagnosis code 0.0, adjusting for age and sex?",fragile,candidate_unknown,llm_proposed
ad_aging_q050,ad_aging,llm_proposed,openai:gpt-5.5,"In ADNI_fMRI_REP, among participants with diagnosis code 0.0, is older age associated with lower fc_fc_Default_Default_z, adjusting for sex?",fragile,candidate_unknown,llm_proposed
psychosis_q001,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_DISC, is schizophrenia diagnosis (SZ vs HC) associated with lower fc_mean_positive in an unadjusted group comparison with dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q002,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_DISC, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted two-group comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q003,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_DISC, is SZ associated with lower fc_within_network than HC in an unadjusted comparison with dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q004,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_DISC, do SZ and HC participants differ in fc_between_network in an unadjusted group comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q005,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_REP, is SZ associated with lower fc_mean_positive than HC in an unadjusted group comparison with dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q006,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_REP, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q007,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_REP, is fc_within_network lower in SZ than HC in an unadjusted dx-only group comparison with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q008,psychosis,llm_proposed,openai:gpt-5.5,"In BSNIP2_REP, do SZ and HC groups differ in fc_between_network in an unadjusted dx-only comparison with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q009,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_DISC, is SZ associated with lower fc_mean_positive than HC in an unadjusted group comparison using dx as the only predictor and no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q010,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_DISC, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted dx-only comparison with no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q011,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_DISC, is fc_within_network lower in SZ than HC in an unadjusted group comparison with dx as the only predictor and no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q012,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_DISC, do SZ and HC participants differ in fc_between_network in an unadjusted dx-only group comparison with no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q013,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_REP, is SZ associated with lower fc_mean_positive than HC in an unadjusted comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q014,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_REP, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted group comparison with dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q015,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_REP, is fc_within_network lower in SZ than HC in an unadjusted dx-only comparison with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q016,psychosis,llm_proposed,openai:gpt-5.5,"In COBRE_REP, do SZ and HC groups differ in fc_between_network in an unadjusted comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q017,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_DISC, is SZ associated with lower fc_mean_positive than HC in an unadjusted group comparison with dx as the only predictor and no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q018,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_DISC, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted dx-only group comparison with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q019,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_DISC, is fc_within_network lower in SZ than HC in an unadjusted comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q020,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_DISC, do SZ and HC participants differ in fc_between_network in an unadjusted dx-only comparison with no covariates?",confirmed,candidate_unknown,llm_proposed
psychosis_q021,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_REP, is SZ associated with lower fc_mean_positive than HC in an unadjusted group comparison using dx as the only predictor and no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q022,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_REP, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted comparison with dx as the only predictor and no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q023,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_REP, is fc_within_network lower in SZ than HC in an unadjusted dx-only group comparison with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q024,psychosis,llm_proposed,openai:gpt-5.5,"In ChineseSZ_REP, do SZ and HC groups differ in fc_between_network in an unadjusted comparison using dx as the only predictor and no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q025,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_DISC, is SZ associated with lower fc_mean_positive than HC in an unadjusted dx-only group comparison with no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q026,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_DISC, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted comparison using dx as the only predictor and no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q027,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_DISC, is fc_within_network lower in SZ than HC in an unadjusted comparison with dx as the only predictor and no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q028,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_DISC, do SZ and HC participants differ in fc_between_network in an unadjusted dx-only group comparison with no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q029,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_REP, is SZ associated with lower fc_mean_positive than HC in an unadjusted group comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q030,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_REP, do SZ participants differ from HC participants in fc_mean_abs in an unadjusted dx-only comparison with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q031,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_REP, is fc_within_network lower in SZ than HC in an unadjusted group comparison with dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q032,psychosis,llm_proposed,openai:gpt-5.5,"In FBIRN_REP, do SZ and HC groups differ in fc_between_network in an unadjusted comparison using dx as the only predictor and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q033,psychosis,llm_proposed,openai:gpt-5.5,"Across BSNIP2_DISC and BSNIP2_REP, is the SZ-versus-HC contrast for fc_mean_positive directionally consistent with lower values in SZ in unadjusted dx-only comparisons with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q034,psychosis,llm_proposed,openai:gpt-5.5,"Across BSNIP2_DISC and BSNIP2_REP, is the SZ-versus-HC contrast for fc_mean_abs directionally consistent in unadjusted dx-only comparisons with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q035,psychosis,llm_proposed,openai:gpt-5.5,"Across BSNIP2_DISC and BSNIP2_REP, is the SZ-versus-HC contrast for fc_within_network directionally consistent with lower values in SZ in unadjusted comparisons using dx only and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q036,psychosis,llm_proposed,openai:gpt-5.5,"Across BSNIP2_DISC and BSNIP2_REP, is the SZ-versus-HC contrast for fc_between_network directionally consistent in unadjusted dx-only comparisons with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q037,psychosis,llm_proposed,openai:gpt-5.5,"Across COBRE_DISC and COBRE_REP, is the SZ-versus-HC contrast for fc_mean_positive directionally consistent with lower values in SZ in unadjusted dx-only comparisons with no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q038,psychosis,llm_proposed,openai:gpt-5.5,"Across COBRE_DISC and COBRE_REP, is the SZ-versus-HC contrast for fc_mean_abs directionally consistent in unadjusted comparisons with dx as the only predictor and no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q039,psychosis,llm_proposed,openai:gpt-5.5,"Across COBRE_DISC and COBRE_REP, is the SZ-versus-HC contrast for fc_within_network directionally consistent with lower values in SZ in unadjusted dx-only comparisons with no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q040,psychosis,llm_proposed,openai:gpt-5.5,"Across COBRE_DISC and COBRE_REP, is the SZ-versus-HC contrast for fc_between_network directionally consistent in unadjusted dx-only group comparisons with no covariates?",under_powered,candidate_unknown,llm_proposed
psychosis_q041,psychosis,llm_proposed,openai:gpt-5.5,"Across ChineseSZ_DISC and ChineseSZ_REP, is the SZ-versus-HC contrast for fc_mean_positive directionally consistent with lower values in SZ in unadjusted dx-only comparisons with no covariates?",confirmed,candidate_unknown,llm_proposed
psychosis_q042,psychosis,llm_proposed,openai:gpt-5.5,"Across ChineseSZ_DISC and ChineseSZ_REP, is the SZ-versus-HC contrast for fc_mean_abs directionally consistent in unadjusted comparisons using dx only and no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q043,psychosis,llm_proposed,openai:gpt-5.5,"Across ChineseSZ_DISC and ChineseSZ_REP, is the SZ-versus-HC contrast for fc_within_network directionally consistent with lower values in SZ in unadjusted dx-only group comparisons with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q044,psychosis,llm_proposed,openai:gpt-5.5,"Across ChineseSZ_DISC and ChineseSZ_REP, is the SZ-versus-HC contrast for fc_between_network directionally consistent in unadjusted comparisons with dx as the only predictor and no covariates?",confirmed,candidate_unknown,llm_proposed
psychosis_q045,psychosis,llm_proposed,openai:gpt-5.5,"Across FBIRN_DISC and FBIRN_REP, is the SZ-versus-HC contrast for fc_mean_positive directionally consistent with lower values in SZ in unadjusted dx-only comparisons with no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q046,psychosis,llm_proposed,openai:gpt-5.5,"Across FBIRN_DISC and FBIRN_REP, is the SZ-versus-HC contrast for fc_mean_abs directionally consistent in unadjusted dx-only comparisons with no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q047,psychosis,llm_proposed,openai:gpt-5.5,"Across FBIRN_DISC and FBIRN_REP, is the SZ-versus-HC contrast for fc_within_network directionally consistent with lower values in SZ in unadjusted comparisons using dx only and no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q048,psychosis,llm_proposed,openai:gpt-5.5,"Across FBIRN_DISC and FBIRN_REP, is the SZ-versus-HC contrast for fc_between_network directionally consistent in unadjusted dx-only group comparisons with no covariates?",non_replicated,candidate_unknown,llm_proposed
psychosis_q049,psychosis,llm_proposed,openai:gpt-5.5,"Across the four discovery cohorts BSNIP2_DISC, COBRE_DISC, ChineseSZ_DISC, and FBIRN_DISC, is SZ associated with lower fc_mean_positive than HC in unadjusted dx-only comparisons with no covariates?",fragile,candidate_unknown,llm_proposed
psychosis_q050,psychosis,llm_proposed,openai:gpt-5.5,"Across the four replication cohorts BSNIP2_REP, COBRE_REP, ChineseSZ_REP, and FBIRN_REP, is SZ associated with lower fc_within_network than HC in unadjusted dx-only comparisons with no covariates?",fragile,candidate_unknown,llm_proposed
