claim_id,source_verdict,primary_failure,repairability,failed_gates,diagnosis,allowed_revisions,forbidden_revisions,next_agent_instruction,must_preserve,allowed_contract_changes,source_artifact
neg_random_label_fbirn_s3,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_fbirn_s3,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_fbirn_s3,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_abide1_s1,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_abide1_s1,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_abide1_s1,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_abide1_s2,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_abide1_s2,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_abide1_s2,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_abide1_s3,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_abide1_s3,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_abide1_s3,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_gsp_s1,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_gsp_s1,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_gsp_s1,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_gsp_s2,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_gsp_s2,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_gsp_s2,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_gsp_s3,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_gsp_s3,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_gsp_s3,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_adni_s1,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_adni_s1,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_adni_s1,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_adni_s2,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_adni_s2,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_adni_s2,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_adni_s3,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_adni_s3,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_adni_s3,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_oasis3_s1,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_oasis3_s1,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_oasis3_s1,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_oasis3_s2,fragile,confound,contract_repairable,multiplicity;confound_completeness;confound;multiverse;replication,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_oasis3_s2,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_oasis3_s2,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_random_label_oasis3_s3,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_site_confound_oasis3_s3,fragile,confound,contract_repairable,confound;confound_completeness,A required measured confound is missing or incomplete in the claim contract.,Add missing measured confounds to the covariate and confound-gate requirements. | Use a balanced or independent cohort/split where the predictor is not nested in site/scanner. | Downgrade the claim to a confounded association if the design cannot be repaired.,Do not remove the confound gate or required covariates. | Do not report the result as biological confirmation while the design is confounded. | Do not change the outcome to a more significant feature.,"Repair the confound specification/design, or return a fragile/needs_more_data disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,covariates;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_p_fishing_oasis3_s3,fragile,search_provenance,contract_repairable,multiplicity;multiverse,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_ukb_s1,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_ukb_s2,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_ukb_s3,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_abcd_s1,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_abcd_s2,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_abcd_s3,under_powered,power,needs_new_data,power;replication,The design is under-powered for the predeclared minimal effect of interest.,Request more subjects or a better-powered replication cohort. | Use an externally justified reference effect before execution. | Return an under_powered or needs_more_data disposition.,Do not lower the minimum power threshold. | Do not use the observed effect as the reference effect. | Do not remove the power gate.,Do not force confirmation; request more data or return an under_powered/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_hcp_s1,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_hcp_s2,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_hcp_s3,under_powered,power,needs_new_data,power,The design is under-powered for the predeclared minimal effect of interest.,Request more subjects or a better-powered replication cohort. | Use an externally justified reference effect before execution. | Return an under_powered or needs_more_data disposition.,Do not lower the minimum power threshold. | Do not use the observed effect as the reference effect. | Do not remove the power gate.,Do not force confirmation; request more data or return an under_powered/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_underpowered_hcp_aging_s1,fragile,multiplicity,downgrade_only,multiplicity;power;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
