claim_id,family,expected_gate,scoring_label,label_authority,final_label,exec_only,+confound,+power,+multiverse,+replication,n_discovery,n_replication,n_features,outcome,best_beta,best_p,best_standardized_effect,achieved_power,under_powered,multiverse_fraction_consistent,replication_passed,replication_reason,search_family_size,search_selection,confound_completeness_passed,confound_completeness_reason,synthetic_metadata,rationale
neg_p_fishing_adni_fmri_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,644,631,24,fc_fc_Cont_Vis_z_z,-0.08886709429706421,0.1442604871950477,-0.111910843415481,0.8094234407972162,False,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""searched_feature_count"": 24, ""seed"": 1, ""selected_outcome"": ""fc_fc_Cont_Vis_z_z"", ""top_discovery_features"": [{""beta"": -0.08886709429706421, ""n"": 644, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.1442604871950477}, {""beta"": -0.08110074111310359, ""n"": 644, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.17433899660915597}, {""beta"": -0.10381147905535347, ""n"": 644, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.18248185063474817}, {""beta"": -0.06878135546940355, ""n"": 644, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.2084015209876452}, {""beta"": -0.022049494485008175, ""n"": 644, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.2925968144409799}, {""beta"": -0.018962369465269253, ""n"": 644, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.29673984213467686}, {""beta"": 0.04562839428117363, ""n"": 644, ""outcome"": ""fc_fc_Cont_Limbic_z"", ""p"": 0.3078700052782055}, {""beta"": 0.0433340163383821, ""n"": 644, ""outcome"": ""fc_fc_Cont_SomMot_z"", ""p"": 0.3100300109762873}, {""beta"": -0.01733001975847306, ""n"": 644, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.31801350047291577}, {""beta"": 0.044694704623632224, ""n"": 644, ""outcome"": ""fc_fc_Default_Default_z"", ""p"": 0.32011699873286453}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_adni_fmri_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,620,655,1,fc_fc_Cont_Cont_z_z,-0.03801212415375317,0.6342458440798423,-0.03893356679955137,0.16229787104744825,True,0.0,True,passed,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""seed"": 2}","Failed gates: multiplicity, power, multiverse; power=0.162, n_needed_80=5179.9, ref_effect=none"
neg_site_confound_adni_fmri_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,620,655,1,fc_fc_Cont_Vis_z,0.9190505210324666,5.489560551057963e-186,3.4539545086346433,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_adni_fmri_s2,p_fishing,search_provenance_multiplicity,known_null,main,non_replicated,True,True,True,True,False,620,655,24,fc_fc_Cont_Cont_z_z,-0.2484047619910087,0.00190678236961277,-0.2536824859904566,1.0,False,1.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""searched_feature_count"": 24, ""seed"": 2, ""selected_outcome"": ""fc_fc_Cont_Cont_z_z"", ""top_discovery_features"": [{""beta"": -0.2484047619910087, ""n"": 620, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.00190678236961277}, {""beta"": -0.04233538150682521, ""n"": 620, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.023511910069257787}, {""beta"": -0.13715321761750618, ""n"": 620, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.024763518461464552}, {""beta"": -0.03874089763448749, ""n"": 620, ""outcome"": ""fc_fc_Cont_SalVentAttn"", ""p"": 0.039404549079642984}, {""beta"": -0.0977637073400492, ""n"": 620, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.04834443682023497}, {""beta"": -0.03159313895677382, ""n"": 620, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.08103240300558553}, {""beta"": -0.031003763612113266, ""n"": 620, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.08165395243148062}, {""beta"": -0.09410652535222205, ""n"": 620, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.09539832780729789}, {""beta"": -0.1198476613596741, ""n"": 620, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.10358398366547285}, {""beta"": -0.09700566992423615, ""n"": 620, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.12367562775421122}]}",Failed gates: replication; replication=non_replicated_effect_absent
neg_random_label_adni_fmri_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,632,643,1,fc_fc_Cont_Default,-0.020943750883893407,0.25723738596850115,-0.09753262984250081,0.6873135341802123,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.687, n_needed_80=827.0, ref_effect=none"
neg_site_confound_adni_fmri_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,632,643,1,fc_fc_Cont_Vis_z_z,1.3771679964317483,7.416500749928497e-186,3.4002090547096233,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_adni_fmri_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,632,643,24,fc_fc_Default_Default_z_z,0.10110539597609698,0.17987245573490104,0.12251476741845865,0.8676432534853866,False,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""searched_feature_count"": 24, ""seed"": 3, ""selected_outcome"": ""fc_fc_Default_Default_z_z"", ""top_discovery_features"": [{""beta"": 0.10110539597609698, ""n"": 632, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.17987245573490104}, {""beta"": 0.07493283878257177, ""n"": 632, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.1939788955266577}, {""beta"": 0.0743688942088968, ""n"": 632, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.24188832088958734}, {""beta"": 0.024793831789605703, ""n"": 632, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.2562654109029826}, {""beta"": 0.020609520765718117, ""n"": 632, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.2651181353339609}, {""beta"": 0.01644996332922436, ""n"": 632, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.30653598181748326}, {""beta"": 0.019679540721322636, ""n"": 632, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.33432231083094033}, {""beta"": -0.04460561548381933, ""n"": 632, ""outcome"": ""fc_fc_Cont_DorsAttn_z"", ""p"": 0.3378577132213372}, {""beta"": -0.04297629836836049, ""n"": 632, ""outcome"": ""fc_fc_Cont_SalVentAttn_z"", ""p"": 0.35614286294347}, {""beta"": -0.04233459208919367, ""n"": 632, ""outcome"": ""fc_fc_Cont_Cont_z"", ""p"": 0.36215342583381627}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_oasis3_fmri_s1,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,456,457,1,fc_fc_Cont_Cont_z,0.008830361279030918,0.7916037776381981,0.0022157641414066037,0.050255412411974995,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""seed"": 1}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.050, n_needed_80=1598674.6, ref_effect=none"
neg_site_confound_oasis3_fmri_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,456,457,1,fc_fc_Cont_Vis,0.21472976964641738,3.9218353119561846e-100,2.6906030666130736,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_oasis3_fmri_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,456,457,24,fc_fc_Default_Default_z_z,-0.0593164210398201,0.3921585397794486,-0.07589632529057587,0.36609223515735045,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""searched_feature_count"": 24, ""seed"": 1, ""selected_outcome"": ""fc_fc_Default_Default_z_z"", ""top_discovery_features"": [{""beta"": -0.0593164210398201, ""n"": 456, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.3921585397794486}, {""beta"": 0.027165436940377374, ""n"": 456, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.48612781901010915}, {""beta"": 0.036121609817963155, ""n"": 456, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.4900396434787426}, {""beta"": -0.02447611715007854, ""n"": 456, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.5689368886786614}, {""beta"": -0.015886836826529485, ""n"": 456, ""outcome"": ""fc_fc_Default_Default_z"", ""p"": 0.6289448904770405}, {""beta"": -0.013762688348443583, ""n"": 456, ""outcome"": ""fc_fc_Cont_Default_z"", ""p"": 0.670523383785411}, {""beta"": -0.004335561696770161, ""n"": 456, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.6904004766672305}, {""beta"": 0.012174794773268216, ""n"": 456, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.6920474925502772}, {""beta"": 0.013237134414132122, ""n"": 456, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.7259170069048517}, {""beta"": 0.004056192245419858, ""n"": 456, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.7340348064008462}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.366, n_needed_80=1364.5, ref_effect=none"
neg_random_label_oasis3_fmri_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,456,457,1,fc_fc_Cont_Cont_z_z,-0.04980553822737993,0.44786595418852393,-0.06144247751903697,0.25816560240968683,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""seed"": 2}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.258, n_needed_80=2081.0, ref_effect=none"
neg_site_confound_oasis3_fmri_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,456,457,1,fc_fc_Cont_Vis_z,0.48067299222702964,1.1278522976580309e-86,2.4210293421415474,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_oasis3_fmri_s2,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,456,457,24,fc_fc_Cont_Cont_z_z,-0.04100136437905701,0.5328043427743357,-0.05973601492508298,0.24664041499243197,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""searched_feature_count"": 24, ""seed"": 2, ""selected_outcome"": ""fc_fc_Cont_Cont_z_z"", ""top_discovery_features"": [{""beta"": -0.04100136437905701, ""n"": 456, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.5328043427743357}, {""beta"": -0.025683266589861954, ""n"": 456, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.5475650263305686}, {""beta"": -0.022078579110660107, ""n"": 456, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.5552842129336099}, {""beta"": -0.023835025403396926, ""n"": 456, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.5845178503573725}, {""beta"": -0.006762363440197781, ""n"": 456, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.585007160795129}, {""beta"": 0.015022833953427888, ""n"": 456, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.6084522137304823}, {""beta"": -0.006284263760851021, ""n"": 456, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.6267325046833403}, {""beta"": -0.014411514907631475, ""n"": 456, ""outcome"": ""fc_fc_Cont_Cont_z"", ""p"": 0.6467591617405386}, {""beta"": -0.01299733465279092, ""n"": 456, ""outcome"": ""fc_fc_Cont_Vis_z"", ""p"": 0.6581443594677565}, {""beta"": -0.012693262379411357, ""n"": 456, ""outcome"": ""fc_fc_Cont_Default_z"", ""p"": 0.6759974661104358}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.247, n_needed_80=2201.5, ref_effect=none"
neg_random_label_oasis3_fmri_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,456,457,1,fc_fc_Cont_Default,0.007430345766016984,0.5357375772933066,0.05076602179853516,0.19109756890123136,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.191, n_needed_80=3047.4, ref_effect=none"
neg_site_confound_oasis3_fmri_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,456,457,1,fc_fc_Cont_Vis_z_z,0.7623990439068777,1.6815148339342993e-112,2.8701016302981546,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_oasis3_fmri_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,456,457,24,fc_fc_Cont_Default_z_z,-0.05932576705244076,0.16926089281273493,-0.12134914272189146,0.7343031575222599,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/OASIS3_fMRI.parquet"", ""searched_feature_count"": 24, ""seed"": 3, ""selected_outcome"": ""fc_fc_Cont_Default_z_z"", ""top_discovery_features"": [{""beta"": -0.05932576705244076, ""n"": 456, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.16926089281273493}, {""beta"": -0.047738753487239265, ""n"": 456, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.27697784811070025}, {""beta"": -0.012050860226672327, ""n"": 456, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.2900210499055998}, {""beta"": -0.012084459799715574, ""n"": 456, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.31829666761531383}, {""beta"": -0.012276971660784734, ""n"": 456, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.35476647959660135}, {""beta"": -0.06573889607438678, ""n"": 456, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.35597649634306916}, {""beta"": -0.029270197854625132, ""n"": 456, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.4275660369197991}, {""beta"": -0.0095816562969713, ""n"": 456, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.44591289338426254}, {""beta"": -0.009288263168007068, ""n"": 456, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.46497820603262996}, {""beta"": -0.009124691148687393, ""n"": 456, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.4814607733039654}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.734, n_needed_80=534.9, ref_effect=none"
neg_random_label_cobre_s1,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,78,79,1,fc_mean_abs,-0.0037420293167218614,0.8752066116992758,-0.048191833627725236,0.07047466801712671,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""seed"": 1}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.070, n_needed_80=3381.5, ref_effect=none"
neg_site_confound_cobre_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,78,79,1,fc_mean_positive,0.1440764265855499,9.503761753302742e-14,2.1923170549535747,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_cobre_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,78,79,4,fc_between_network,0.05520648115756925,0.043174215865932994,0.45410490996829694,0.9772542622919212,False,0.0,False,non_replicated_effect_absent,4,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""searched_feature_count"": 4, ""seed"": 1, ""selected_outcome"": ""fc_between_network"", ""top_discovery_features"": [{""beta"": 0.05520648115756925, ""n"": 78, ""outcome"": ""fc_between_network"", ""p"": 0.043174215865932994}, {""beta"": 0.044384807769039226, ""n"": 78, ""outcome"": ""fc_mean_abs"", ""p"": 0.06139211452167214}, {""beta"": 0.04079794326196249, ""n"": 78, ""outcome"": ""fc_mean_positive"", ""p"": 0.0672329064025875}, {""beta"": 0.050043270111314805, ""n"": 78, ""outcome"": ""fc_within_network"", ""p"": 0.06754480164875123}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_cobre_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,78,79,1,fc_mean_positive,-0.004472170428682054,0.8547428789247128,-0.09669814848101144,0.13461886173572848,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""seed"": 2}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.135, n_needed_80=841.3, ref_effect=none"
neg_site_confound_cobre_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,78,79,1,fc_within_network,0.20409567076131174,3.806173390932847e-16,2.379171041529044,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_cobre_s2,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,78,79,4,fc_within_network,-0.005646155831706207,0.8577948436286519,-0.0015840610158004405,0.05002186724862142,True,0.0,False,non_replicated_effect_absent,4,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""searched_feature_count"": 4, ""seed"": 2, ""selected_outcome"": ""fc_within_network"", ""top_discovery_features"": [{""beta"": -0.005646155831706207, ""n"": 78, ""outcome"": ""fc_within_network"", ""p"": 0.8577948436286519}, {""beta"": 0.0018779146365355825, ""n"": 78, ""outcome"": ""fc_between_network"", ""p"": 0.9484200088177217}, {""beta"": -0.0002208346857002011, ""n"": 78, ""outcome"": ""fc_mean_positive"", ""p"": 0.9927915621345141}, {""beta"": 0.00011727336323309051, ""n"": 78, ""outcome"": ""fc_mean_abs"", ""p"": 0.9963886747795707}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.050, n_needed_80=3127973.5, ref_effect=none"
neg_random_label_cobre_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,78,79,1,fc_within_network,0.029543437507287804,0.40785961317830177,0.23224732161030515,0.526173851978243,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.526, n_needed_80=147.4, ref_effect=none"
neg_site_confound_cobre_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,78,79,1,fc_between_network,0.22504731634988573,6.026137264068285e-15,2.3157155940616327,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_cobre_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,78,79,4,fc_between_network,0.028074341594756663,0.41065585051921494,0.2167207495135343,0.47222352519138094,True,0.0,False,non_replicated_effect_absent,4,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/COBRE.parquet"", ""searched_feature_count"": 4, ""seed"": 3, ""selected_outcome"": ""fc_between_network"", ""top_discovery_features"": [{""beta"": 0.028074341594756663, ""n"": 78, ""outcome"": ""fc_between_network"", ""p"": 0.41065585051921494}, {""beta"": 0.020705462146434636, ""n"": 78, ""outcome"": ""fc_mean_abs"", ""p"": 0.5048322106463338}, {""beta"": 0.018465461436607454, ""n"": 78, ""outcome"": ""fc_mean_positive"", ""p"": 0.5326284399000807}, {""beta"": 0.0223707435751788, ""n"": 78, ""outcome"": ""fc_within_network"", ""p"": 0.5333288470866233}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.472, n_needed_80=169.0, ref_effect=none"
neg_random_label_fbirn_s1,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,140,141,1,fc_mean_abs,0.02480637495167031,0.20248270940646912,0.23622036913800054,0.7926575054756771,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""seed"": 1}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.793, n_needed_80=142.6, ref_effect=none"
neg_site_confound_fbirn_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,140,141,1,fc_mean_positive,0.15064518771699129,1.7040692217932248e-21,1.9722226943825916,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_fbirn_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,140,141,4,fc_between_network,0.01663071748008816,0.43946908077598523,0.07912057522136257,0.15337361365990496,True,0.0,False,non_replicated_effect_absent,4,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""searched_feature_count"": 4, ""seed"": 1, ""selected_outcome"": ""fc_between_network"", ""top_discovery_features"": [{""beta"": 0.01663071748008816, ""n"": 140, ""outcome"": ""fc_between_network"", ""p"": 0.43946908077598523}, {""beta"": 0.014690353058754928, ""n"": 140, ""outcome"": ""fc_mean_abs"", ""p"": 0.4477498796623768}, {""beta"": 0.01225506445277786, ""n"": 140, ""outcome"": ""fc_mean_positive"", ""p"": 0.5081609198055492}, {""beta"": 0.013631380038288305, ""n"": 140, ""outcome"": ""fc_within_network"", ""p"": 0.5486272341891951}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.153, n_needed_80=1255.7, ref_effect=none"
neg_random_label_fbirn_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,140,141,1,fc_mean_positive,-0.008320462175235872,0.6218238195072405,-0.09315392513915706,0.1945483474540997,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""seed"": 2}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.195, n_needed_80=906.4, ref_effect=none"
neg_site_confound_fbirn_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,140,141,1,fc_within_network,0.20054422506438557,3.1804137112548804e-30,2.53424337536173,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_fbirn_s2,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,140,141,4,fc_between_network,-0.004199553340875968,0.8433131013352544,-0.014561614741770462,0.053360619978681245,True,0.0,False,non_replicated_effect_absent,4,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""searched_feature_count"": 4, ""seed"": 2, ""selected_outcome"": ""fc_between_network"", ""top_discovery_features"": [{""beta"": -0.004199553340875968, ""n"": 140, ""outcome"": ""fc_between_network"", ""p"": 0.8433131013352544}, {""beta"": -0.004063043591075913, ""n"": 140, ""outcome"": ""fc_within_network"", ""p"": 0.8561302883101224}, {""beta"": -0.001965542931566297, ""n"": 140, ""outcome"": ""fc_mean_abs"", ""p"": 0.9143383930110182}, {""beta"": -0.0012462322246884344, ""n"": 140, ""outcome"": ""fc_mean_positive"", ""p"": 0.9424332177072476}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.053, n_needed_80=37017.8, ref_effect=none"
neg_random_label_fbirn_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,140,141,1,fc_within_network,0.02327210385571491,0.2845051755764033,0.1848912749072557,0.5841856675488919,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.584, n_needed_80=231.5, ref_effect=none"
neg_site_confound_fbirn_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,140,141,1,fc_between_network,0.1906525097969347,2.3753421174511693e-30,2.5203077048962204,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/cluster_recovered/FBIRN.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
